Uuid,Void/Retire,Fully specified name:en,Short name:en,Description:en,...,_version:1,_order:2,Data class,Data type,Answers
336c3824-3aaf-4941-8e1a-4f75db942d4f,,Sponsorship Type,,,,,,Question,Text,
